CMJ-1445-2022,"da Costa, LT",---,---,Review,---,"Exploring and exploiting instability","CANCER BIOLOGY & THERAPY",---,---,10.4161/cbt.71,1538-4047,2002,WBS,empty,empty
AAD-2927-2020,"Caeiro, JJ",---,---,Meeting,---,"Mixed exponentials filter for edge detection and the Fredholm integral equation of the first kind","2003 INTERNATIONAL CONFERENCE ON IMAGE PROCESSING, VOL 3, PROCEEDINGS",---,---,undefined,undefined,2003,WBS,empty,empty
AAD-2927-2020,"Caeiro, JJ",---,---,Article,---,"Estimation of anti-bacterial culture activity from digital images","PATTERN RECOGNITION AND IMAGE ANALYSIS, PROCEEDINGS",---,---,undefined,0302-9743,2003,WBS,empty,empty
B-1651-2012,"Barros, JP",---,---,Article,---,"On the use of coloured Petri nets for object-oriented design","APPLICATIONS AND THEORY OF PETRI NETS 2004, PROCEEDINGS",---,---,undefined,0302-9743,2004,WBS,empty,empty
F-8517-2011,"Antunes, CH",---,---,Article,---,"A multiple objective mixed integer linear programming model for power generation expansion planning",ENERGY,---,---,10.1016/j.energy.2003.10.012,0360-5442,2004,WBS,empty,empty
FYY-9408-2022,"Pais, Rui",---,---,Meeting,---,"Portuguese - Japanese picture dictionary","Proceedings of the Ninth IASTED International Conference on Internet and Multimedia Systems and Applications",---,---,undefined,undefined,2005,WBS,empty,empty
FXZ-2487-2022,"Martins, JC",---,---,Meeting,---,"Performance comparison of computational retina models","PROCEEDINGS OF THE FIFTH IASTED INTERNATIONAL CONFERENCE ON VISUALIZATION, IMAGING, AND IMAGE PROCESSING",---,---,undefined,undefined,2005,WBS,empty,empty
D-3783-2009,"Gomes, Luis",---,---,Article,---,"Structuring and composability issues in Petri nets modeling","IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS",---,---,10.1109/TII.2005.844433,1551-3203,2005,WBS,empty,empty
FXZ-2487-2022,"Martins, JC",---,---,Meeting,---,"Parameters identification with the Multiple Model Adaptive Estimation (MMAE) algorithm","Proceedings of the 25th IASTED International Conference on Modelling, Identification, and Control",---,---,undefined,undefined,2006,WBS,empty,empty
DFM-2804-2022,"Martins, Sergio F.",---,---,Meeting,---,"Additive logistic regression applied to retina modelling","2007 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING, VOLS 1-7",---,---,undefined,1522-4880,2007,WBS,empty,empty
M-2410-2019,"Brito, Isabel Sofia",---,---,Article,---,"Handling Conflicts in Aspectual Requirements Compositions","TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT III",---,---,undefined,0302-9743,2007,WBS,empty,empty
G-2218-2014,"Santos, Joao",---,---,Meeting,---,"Instrumentation Remote Control through Internet with PHP","2008 IEEE INTERNATIONAL CONFERENCE ON VIRTUAL ENVIRONMENTS, HUMAN-COMPUTER INTERFACES AND MEASUREMENT SYSTEMS",---,---,10.1109/VECIMS.2008.4592750,undefined,2008,WBS,empty,empty
HVL-4788-2023,"Agostinho, Sergio",---,---,Meeting,---,"A METADATA-DRIVEN APPROACH FOR ASPECT-ORIENTED REQUIREMENTS ANALYSIS","ICEIS 2008: PROCEEDINGS OF THE TENTH INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS, VOL ISAS-2",---,---,undefined,undefined,2008,WBS,empty,empty
Q-6491-2019,"Costa, Aniko",---,---,Meeting,---,"Petri nets tools framework supporting FPGA-based controller implementations","IECON 2008: 34TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY, VOLS 1-5, PROCEEDINGS",---,---,undefined,1553-572X,2008,WBS,empty,empty
AAA-6278-2021,"Alvarenga, Nuno",---,---,Article,---,"Estimation of Serpa cheese ripening time using multiple linear regression (MLR) considering rheological, physical and chemical data","JOURNAL OF DAIRY RESEARCH",---,---,10.1017/S0022029908003191,0022-0299,2008,WBS,empty,empty
DMN-1788-2022,"Portugal, J. M.",---,---,Article,---,"Impact of Black Nightshade on Tomato Plant Production and Mathematical Model Fitness","PLANTA DANINHA",---,---,10.1590/S0100-83582009000500003,0100-8358,2009,WBS,empty,empty
DMN-1788-2022,"Portugal, J. M.",---,---,Review,---,"Economic Levels of Weed Injury on Crops: Concepts, Definitions and Calculation Models","PLANTA DANINHA",---,---,10.1590/S0100-83582009000400026,0100-8358,2009,WBS,empty,empty
FXZ-2487-2022,"Martins, Joao",---,---,Article,---,"Neural code metrics: Analysis and application to the assessment of neural models",NEUROCOMPUTING,---,---,10.1016/j.neucom.2008.12.012,0925-2312,2009,WBS,empty,empty
F-6826-2011,"Oliveira, Henrique",---,---,Meeting,---,"AUTOMATIC CRACK DETECTION ON ROAD IMAGERY USING ANISOTROPIC DIFFUSION AND REGION LINKAGE","18TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO-2010)",---,---,undefined,2076-1465,2010,WBS,empty,empty
B-9487-2011,"Machado, Ricardo J.",---,---,Meeting,---,"Scenario-Based Modeling in Industrial Information Systems","DISTRIBUTED, PARALLEL AND BIOLOGICALLY INSPIRED SYSTEMS",---,---,undefined,1868-4238,2010,WBS,empty,empty
A-7144-2012,"Moutinho, Filipe",---,---,Meeting,---,"Ecore Representation for Extending PNML for Input-Output Place-Transition Nets","IECON 2010 - 36TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY",---,---,undefined,1553-572X,2010,WBS,empty,empty
D-3783-2009,"Gomes, Luis",---,---,Meeting,---,"From Petri net models to C implementation of digital controllers","IEEE INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE 2010)",---,---,undefined,2163-5137,2010,WBS,empty,empty
F-6826-2011,"Oliveira, Henrique",---,---,Meeting,---,"IMPROVED ROAD CRACK DETECTION BASED ON ONE-CLASS PARZEN DENSITY ESTIMATION AND ENTROPY REDUCTION","2010 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING",---,---,10.1109/ICIP.2010.5653305,1522-4880,2010,WBS,empty,empty
DAC-8796-2022,"Lanca, Artur",---,---,Meeting,---,"Research focused on the concepts of ontologies","SISTEMAS Y TECNOLOGIAS DE INFORMACION",---,---,undefined,undefined,2010,WBS,empty,empty
DTS-8052-2022,"Silva, Rui Miguel",---,---,Meeting,---,"Enhanced Chaotic Stream Cipher for WSNs","FIFTH INTERNATIONAL CONFERENCE ON AVAILABILITY, RELIABILITY, AND SECURITY: ARES 2010, PROCEEDINGS",---,---,10.1109/ARES.2010.93,undefined,2010,WBS,empty,empty
KGT-4149-2024,"Santos, Joao Filipe",---,---,Article,---,"Spatial and temporal variability of droughts in Portugal","WATER RESOURCES RESEARCH",---,---,10.1029/2009WR008071,0043-1397,2010,WBS,empty,empty
HVL-4788-2023,"Agostinho, Sergio",---,---,Article,---,"ASPECT-ORIENTED SPECIFICATION: A CASE STUDY IN SPACE DOMAIN","INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING",---,---,10.1142/S0218194010004943,0218-1940,2010,WBS,empty,empty
GCJ-5992-2022,"Encinar, J. M.",---,---,Article,---,"Rape oil transesterification over heterogeneous catalysts","FUEL PROCESSING TECHNOLOGY",---,---,10.1016/j.fuproc.2010.05.034,0378-3820,2010,WBS,empty,empty
DVN-4857-2022,"Ribeiro, Jose",---,---,Meeting,---,"An Ecore based Petri net Type Definition for PNML IOPT Models","2011 9TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",---,---,undefined,1935-4576,2011,WBS,empty,empty
FYA-8419-2022,"Saramago, I. S.",---,---,Meeting,---,"An Olive Grove in Biological Production Mode","XXVIII INTERNATIONAL HORTICULTURAL CONGRESS ON SCIENCE AND HORTICULTURE FOR PEOPLE (IHC2010): OLIVE TRENDS SYMPOSIUM - FROM THE OLIVE TREE TO OLIVE OIL: NEW TRENDS AND FUTURE CHALLENGES",---,---,undefined,0567-7572,2011,WBS,empty,empty
JAH-3084-2023,"Pereira, Antonio",---,---,Article,---,"HISTORICAL ANALYSIS OF PORTUGUESE PHYSICAL EDUCATION PROGRAMS (1948-2000)","MATERIALES PARA LA HISTORIA DEL DEPORTE",---,---,undefined,2340-7166,2011,WBS,empty,empty
IZU-3070-2023,"Matos, Jose Manuel",---,---,Meeting,---,"TEACHER TRAINING AT PEDRO NUNES NORMAL SECONDARY SCHOOL (1956-1969)","PROCEEDINGS OF THE SEVENTH CONGRESS OF THE EUROPEAN SOCIETY FOR RESEARCH IN MATHEMATICS EDUCATION (CERME 7)",---,---,undefined,undefined,2011,WBS,empty,empty
AAA-6278-2021,"Alvarenga, Nuno B.",---,---,Meeting,---,"Sensory properties of macaroni with and without green banana pulp and the application of <SUP>60</SUP>Cobalt Ionizing Radiation","11TH INTERNATIONAL CONGRESS ON ENGINEERING AND FOOD (ICEF11)",---,---,10.1016/j.profoo.2011.09.292,2211-601X,2011,WBS,empty,empty
I-3493-2012,"Cordeiro, Maria Joao",---,---,Article,---,"Portuguese 'to go': language representations in tourist guides","LANGUAGE AND INTERCULTURAL COMMUNICATION",---,---,10.1080/14708477.2011.613476,1470-8477,2011,WBS,empty,empty
I-3493-2012,"Cordeiro, Maria Joao",---,---,Article,---,"Perpetuating tourism imaginaries: guidebooks and films on Lisbon Perpetuer les imaginaires touristiques: guides touristiques et films sur Lisbonne","JOURNAL OF TOURISM AND CULTURAL CHANGE",---,---,10.1080/14766825.2011.620123,1476-6825,2011,WBS,empty,empty
IKG-4091-2023,"Barbosa, Paulo",---,---,Meeting,---,"SysVeritas: A Framework for Verifying IOPT Nets and Execution Semantics within Embedded Systems Design","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",---,---,undefined,1868-4238,2011,WBS,empty,empty
FYY-9408-2022,"Pais, Rui",---,---,Meeting,---,"Towards Statecharts to Input-Output Place Transition Nets Transformations","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",---,---,undefined,1868-4238,2011,WBS,empty,empty
A-7144-2012,"Moutinho, Filipe",---,---,Meeting,---,"Petri Net Based Specification and Verification of Globally-Asynchronous-Locally-Synchronous System","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",---,---,undefined,1868-4238,2011,WBS,empty,empty
FYI-8694-2022,"Bilau, Jose Jacinto",---,---,Article,---,"Government and management of higher education institutions in Portugal: the case of polytechnic institutes","REVISTA IBEROAMERICANA DE EDUCACION",---,---,undefined,1022-6508,2011,WBS,empty,empty
X-9104-2019,"Loureiro, N.",---,---,Abstract,---,"Neighbourhood and physical activities of Portuguese adolescents","EUROPEAN JOURNAL OF PUBLIC HEALTH",---,---,undefined,1101-1262,2010,WBS,empty,empty
IOR-1696-2023,"Santiago, E.",---,---,Abstract,---,"VITAL EXHAUSTION, ANXIETY AND PERSONALITY IN INTENSIVE CARE","INTENSIVE CARE MEDICINE",---,---,undefined,0342-4642,2011,WBS,empty,empty
KGT-4149-2024,"Santos, Joao Filipe",---,---,Article,---,"Regional Frequency Analysis of Droughts in Portugal","WATER RESOURCES MANAGEMENT",---,---,10.1007/s11269-011-9869-z,0920-4741,2011,WBS,empty,empty
AAC-2142-2022,"Salgueiro, Pedro",---,---,Meeting,---,"Using Constraints for Intrusion Detection: The NeMODe System","PRACTICAL ASPECTS OF DECLARATIVE LANGUAGES",---,---,undefined,0302-9743,2011,WBS,empty,empty
DMN-1788-2022,"Portugal, J. M.",---,---,Article,---,"Evaluation of Economic Levels for the Solanum americanum x Tomato Crop Interaction using Multiple Models","PLANTA DANINHA",---,---,10.1590/S0100-83582011000400005,0100-8358,2011,WBS,empty,empty
ELC-0483-2022,"Bicho, Natalina Cavaco",---,---,Article,---,"Identification of nutritional descriptors of roasting intensity in beverages of Arabica and Robusta coffee beans","INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION",---,---,10.3109/09637486.2011.588594,0963-7486,2011,WBS,empty,empty
GPY-2203-2022,"Macedo, A.",---,---,Meeting,---,"Application of ultrafiltration for valorization of ovine cheese whey","EUROMEMBRANE CONFERENCE 2012",---,---,10.1016/j.proeng.2012.09.005,1877-7058,2012,WBS,empty,empty
HJY-1382-2023,"Barros, Joao Paulo",---,---,Meeting,---,"Towards a Complete Description for Individual Course Units A follow-up to the Bologna proposals","2012 15TH INTERNATIONAL CONFERENCE ON INTERACTIVE COLLABORATIVE LEARNING (ICL)",---,---,undefined,undefined,2012,WBS,empty,empty
K-9083-2017,"Alvarenga, Paula",---,---,Article,---,"A contribution towards the risk assessment of soils from the Sao Domingos Mine (Portugal): Chemical, microbial and ecotoxicological indicators","ENVIRONMENTAL POLLUTION",---,---,10.1016/j.envpol.2011.09.044,0269-7491,2012,WBS,empty,empty
FYY-9408-2022,"Pais, Rui",---,---,Meeting,---,"From UML State Machines to Petri nets: History Attribute Translation Strategies","IECON 2011: 37TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY",---,---,undefined,1553-572X,2011,WBS,empty,empty
GCJ-5992-2022,"Encinar, J. M.",---,---,Article,---,"Soybean oil transesterification by the use of a microwave flow system",FUEL,---,---,10.1016/j.fuel.2011.11.010,0016-2361,2012,WBS,empty,empty
